time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-01-10T22:44:38.606Z,17.469,147.899,10,5,mb,56,85,3.002,1.23,us,us6000m2z8,2024-01-13T22:54:49.579Z,"Mariana Islands region",earthquake,10.88,1.895,0.084,45,reviewed,us,us
2024-01-10T21:40:23.121Z,36.5112,27.6416,9.494,4.3,mb,32,105,0.488,0.78,us,us6000m2yy,2024-01-10T22:14:59.824Z,"20 km WSW of Sými, Greece",earthquake,4.09,5.419,0.122,19,reviewed,us,us
2024-01-10T21:01:43.504Z,62.3438,-149.0363,29.4,2.8,ml,,,,0.5,ak,ak024gvvvpq,2024-01-10T21:05:27.040Z,"46 km ENE of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-01-10T20:51:17.383Z,37.2064,71.7858,153.286,4.2,mb,27,117,2.268,1.2,us,us6000m2yq,2024-01-10T21:18:53.040Z,"37 km SSE of Khorugh, Tajikistan",earthquake,7.32,9.363,0.166,10,reviewed,us,us
2024-01-10T20:30:16.149Z,2.0277,128.4374,70.319,4.6,mb,52,109,1.644,0.85,us,us6000m2ym,2024-01-10T21:12:16.040Z,"57 km NE of Tobelo, Indonesia",earthquake,9.38,7.601,0.082,44,reviewed,us,us
2024-01-10T19:38:45.460Z,36.1147,35.9268,27.323,4.2,mb,44,82,1.476,0.83,us,us6000m2yc,2024-01-11T12:44:58.952Z,"10 km WSW of Uzunbağ, Turkey",earthquake,6.26,6.677,0.132,16,reviewed,us,us
2024-01-10T16:21:56.510Z,42.27616666666667,-119.34683333333334,7.21,2.52,ml,9,170,0.4251,0.22,uw,uw61979466,2024-01-11T20:02:25.030Z,"48 km ESE of Plush, Oregon",earthquake,0.93,3.26,0.1013899443092734,4,reviewed,uw,uw
2024-01-10T14:10:33.374Z,62.9513,-147.9453,59.2,2.9,ml,,,,0.52,ak,ak024grrr4j,2024-01-10T14:12:22.651Z,"70 km SE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-01-10T13:35:09.817Z,60.0833,-139.5051,0,2.5,ml,,,,0.73,ak,ak024grbmmd,2024-01-10T13:37:50.767Z,"61 km NNE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-01-10T12:13:06.037Z,56.0473,-156.3398,60.8,3.2,ml,,,,0.59,ak,ak024gqlgxh,2024-01-10T13:57:26.040Z,"131 km ESE of Chignik, Alaska",earthquake,,5.6,,,automatic,ak,ak
2024-01-10T11:28:50.137Z,-20.4975,-177.7585,482.786,4.6,mb,48,72,2.482,0.64,us,us6000m2w6,2024-01-10T11:45:44.040Z,"266 km WNW of Houma, Tonga",earthquake,14.17,9.661,0.089,38,reviewed,us,us
2024-01-10T11:04:01.552Z,54.4305,-161.7958,37.519,4,mb,55,151,1.035,1.52,us,us6000m2w3,2024-01-11T18:38:43.189Z,"77 km SSE of King Cove, Alaska",earthquake,8.71,12.49,0.164,10,reviewed,us,us
2024-01-10T08:58:56.880Z,19.1773333333333,-155.449833333333,31.69,2.68,ml,42,157,,0.12,hv,hv73713837,2024-01-10T21:29:27.330Z,"4 km SE of Pāhala, Hawaii",earthquake,0.44,0.6,0.193423692377166,23,reviewed,hv,hv
2024-01-10T06:03:45.078Z,72.4904,3.4726,10,4.1,mb,24,94,6.566,1.18,us,us6000m2vh,2024-01-10T07:35:10.040Z,"Norwegian Sea",earthquake,6.87,1.957,0.158,11,reviewed,us,us
2024-01-10T05:01:15.762Z,62.0945,-148.0395,32.4,2.5,ml,,,,0.44,ak,ak024gmcvw8,2024-01-10T07:42:04.040Z,"37 km NNW of Glacier View, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-01-10T04:28:57.937Z,-43.4668,172.8904,19.301,3.2,ml,23,179,0.295,0.43,us,us6000m2v7,2024-01-10T14:20:48.734Z,"13 km E of Waimairi Beach, New Zealand",earthquake,2.43,4.404,0.06,36,reviewed,us,us
2024-01-10T03:57:26.196Z,51.1953,-174.9604,10,4.8,mb,55,180,1.114,0.7,us,us6000m2v5,2024-01-10T04:55:04.927Z,"123 km SSW of Atka, Alaska",earthquake,6.81,1.901,0.047,138,reviewed,us,us
2024-01-10T03:33:50.110Z,38.3848333,-119.5405,8.93,2.78,ml,20,90,0.08668,0.04,nc,nc73987281,2024-01-12T12:46:11.345Z,"15 km SSW of Walker, CA",earthquake,0.31,0.57,0.241,13,reviewed,nc,nc
2024-01-10T02:23:45.379Z,11.7753,93.2952,90.28,4.5,mb,35,70,6.245,0.66,us,us6000m2ux,2024-01-10T08:48:45.805Z,"61 km ENE of Port Blair, India",earthquake,4.62,8.035,0.109,25,reviewed,us,us
2024-01-10T01:02:52.394Z,60.6148,-151.234,58.694,3,ml,32,51,0.159,0.71,us,us6000m2ut,2024-01-10T01:32:55.040Z,"4 km E of Salamatof, Alaska",earthquake,3.73,4.412,0.032,130,reviewed,us,us
2024-01-10T00:06:35.882Z,38.1254,-118.2517,10.5,3.1,ml,11,51.86,0.222,0.1661,nn,nn00871538,2024-01-11T02:04:09.605Z,"31 km SSW of Mina, Nevada",earthquake,,2,0.16,5,reviewed,nn,nn
2024-01-09T23:01:22.410Z,18.1336666666667,-67.0511666666667,23.82,2.7,md,19,49,0.04866,0.12,pr,pr71436648,2024-01-09T23:17:37.120Z,"5 km N of San Germán, Puerto Rico",earthquake,0.3,0.54,0.158810432193242,8,reviewed,pr,pr
2024-01-09T22:24:21.399Z,-23.9508,69.5224,10,4.8,mb,43,79,13.031,0.55,us,us6000m2ui,2024-01-09T23:10:17.040Z,"Mid-Indian Ridge",earthquake,12.02,1.887,0.094,35,reviewed,us,us
2024-01-09T21:34:33.792Z,40.561,35.205,21.27,4.4,mb,32,51,1,0.91,us,us6000m2ty,2024-01-09T22:27:24.040Z,"8 km WNW of Mecitözü, Turkey",earthquake,3.04,6.836,0.203,7,reviewed,us,us
2024-01-09T21:02:19.558Z,-3.3003,131.0212,41.153,4.3,mb,17,83,1.283,1.1,us,us6000m2tw,2024-01-09T22:11:40.040Z,"147 km WSW of Fakfak, Indonesia",earthquake,6.27,10.298,0.129,17,reviewed,us,us
2024-01-09T19:20:12.922Z,37.9541,37.358,10,4,mb,29,75,0.574,1.07,us,us6000m2tc,2024-01-09T20:29:30.040Z,"7 km W of Nurhak, Turkey",earthquake,3.12,1.925,0.164,10,reviewed,us,us
2024-01-09T18:37:55.311Z,40.0639,-119.6837,13.4,2.5,ml,16,92.2,0.113,0.1507,nn,nn00871497,2024-01-11T15:53:03.040Z,"14 km NNW of Sutcliffe, Nevada",earthquake,,1,0.11,7,reviewed,nn,nn
2024-01-09T16:47:25.603Z,-21.9202,-67.2369,174.393,5.4,mww,186,32,1.347,0.78,us,us6000m2sb,2024-01-12T19:24:17.837Z,"130 km SE of Ollagüe, Chile",earthquake,6.69,4.165,0.052,36,reviewed,us,us
2024-01-09T15:56:04.511Z,59.8253,-153.2707,130.9,2.6,ml,,,,0.9,ak,ak024f53myr,2024-01-09T15:59:15.141Z,"47 km E of Pedro Bay, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-01-09T15:17:18.690Z,46.86633333333333,-121.92516666666667,6.56,2.87,ml,10,108,0.01924,0.11,uw,uw61979346,2024-01-09T20:54:38.758Z,"14 km NE of Ashford, Washington",earthquake,0.48,0.67,0.2236347674399235,5,reviewed,uw,uw
2024-01-09T15:05:15.672Z,62.5041,-150.8735,75.9,3,ml,,,,0.43,ak,ak024f4sqa5,2024-01-09T16:05:24.040Z,"5 km W of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-01-09T14:31:31.355Z,13.7175,146.5317,35,4.9,mb,32,203,1.622,1.07,us,us6000m2pq,2024-01-09T15:00:44.260Z,"169 km SE of San Jose Village, Northern Mariana Islands",earthquake,10.16,1.963,0.062,86,reviewed,us,us
2024-01-09T09:55:10.367Z,37.6635,138.1123,10,4.5,mb,42,112,0.393,0.64,us,us6000m2p4,2024-01-09T10:54:26.040Z,"45 km SSW of Sado, Japan",earthquake,6.32,1.64,0.102,28,reviewed,us,us
2024-01-09T09:23:56.644Z,31.634,-104.021,6.6843,2.7,ml,42,25,0,0.1,tx,tx2024apiq,2024-01-09T15:31:23.530Z,"40 km WSW of Mentone, Texas",earthquake,0.4483949537,0.4355750353,0.2,32,reviewed,tx,tx
2024-01-09T09:02:13.080Z,19.0323,-66.6045,24,3.57,md,16,219,0.7588,0.37,pr,pr2024009001,2024-01-09T21:08:24.354Z,"63 km N of Arecibo, Puerto Rico",earthquake,1.28,22.45,0.06,13,reviewed,pr,pr
2024-01-09T08:59:10.251Z,37.8715,137.7595,10,5.9,mww,150,24,0.428,0.86,us,us6000m2ny,2024-01-10T09:06:35.610Z,"55 km WSW of Sado, Japan",earthquake,5.33,1.746,0.047,43,reviewed,us,us
2024-01-09T08:54:54.350Z,17.9448333333333,-66.9608333333333,15.04,2.97,md,18,200,0.05665,0.19,pr,pr71436623,2024-01-09T09:24:48.967Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.56,0.47,0.195862448558444,10,reviewed,pr,pr
2024-01-09T08:34:08.700Z,18.0395,-65.4208333333333,13.34,2.91,md,8,150,0.2851,0.19,pr,pr71436618,2024-01-09T08:57:24.460Z,"8 km SE of Esperanza, Puerto Rico",earthquake,0.89,0.99,0.0365634520509071,5,reviewed,pr,pr
2024-01-09T07:53:20.125Z,-20.8774,-173.5751,10,5.7,mww,41,90,1.549,1.02,us,us6000m2nr,2024-01-10T07:58:16.559Z,"143 km SE of Pangai, Tonga",earthquake,7.59,1.894,0.06,27,reviewed,us,us
2024-01-09T06:55:37.604Z,65.6903,-154.9733,20.5,3.8,ml,,,,0.7,ak,ak024ezql9j,2024-01-09T07:14:56.257Z,"51 km SW of Hughes, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2024-01-09T06:17:00.010Z,19.1411,-66.6203,25,3.46,md,11,261,0.8335,0.06,pr,pr202400900,2024-01-09T06:45:52.116Z,"74 km N of Arecibo, Puerto Rico",earthquake,0.52,7.49,0.05,6,reviewed,pr,pr
2024-01-09T05:34:06.180Z,18.0108333333333,-66.7283333333333,39.83,2.7,md,14,163,0.148,0.28,pr,pr71436598,2024-01-09T06:02:50.700Z,"2 km NW of Tallaboa, Puerto Rico",earthquake,0.95,0.96,0.122896649200471,11,reviewed,pr,pr
2024-01-09T05:25:20.344Z,-4.5055,134.0746,10,5.1,mb,58,110,2.41,1.25,us,us6000m2nb,2024-01-09T05:41:39.040Z,"192 km NE of Tual, Indonesia",earthquake,9.64,1.876,0.089,41,reviewed,us,us
2024-01-09T05:21:36.180Z,19.196,-66.611,29.32,3.42,md,10,301,0.9439,0.08,pr,pr71436588,2024-01-09T05:45:35.550Z,"80 km N of Arecibo, Puerto Rico",earthquake,0.74,31.61,0.0375839028707821,4,reviewed,pr,pr
2024-01-09T04:56:42.323Z,57.3572,-156.5999,1.2,2.5,ml,,,,0.62,ak,ak024eyjy88,2024-01-12T05:54:58.040Z,"50 km ESE of Ugashik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-01-09T04:54:42.030Z,19.1486666666667,-66.6405,25.36,3.43,md,13,277,0.8111,0.4,pr,pr71436578,2024-01-09T05:44:20.607Z,"75 km N of Arecibo, Puerto Rico",earthquake,1.71,31.61,0.164662027419157,13,reviewed,pr,pr
2024-01-09T04:45:06.820Z,0.0847,96.583,10,5.1,mb,79,33,1.566,0.93,us,us6000m2n7,2024-01-12T05:42:32.040Z,"146 km WSW of Teluk Dalam, Indonesia",earthquake,6.95,1.082,0.062,84,reviewed,us,us
2024-01-09T04:04:57.326Z,-22.5584,-66.0128,256.172,4.7,mb,79,29,2.037,0.67,us,us6000m2n1,2024-01-12T05:29:03.210Z,"37 km WNW of Abra Pampa, Argentina",earthquake,7.12,6.911,0.038,215,reviewed,us,us
2024-01-09T03:10:23.418Z,-21.8316,-68.5991,134.451,4.5,mb,21,47,0.598,0.99,us,us6000m2mu,2024-01-12T05:15:07.040Z,"76 km SSW of Ollagüe, Chile",earthquake,5.3,4.951,0.171,10,reviewed,us,us
2024-01-09T03:08:23.788Z,53.1295,160.9437,35,4.3,mb,34,171,1.388,0.4,us,us6000m2mx,2024-01-09T03:52:41.040Z,"155 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,11.26,1.962,0.109,24,reviewed,us,us
2024-01-09T03:02:51.320Z,13.297,-89.56,51.443,4.4,mb,22,130,0.638,0.86,us,us6000m2mt,2024-01-12T05:06:51.040Z,"33 km SW of La Libertad, El Salvador",earthquake,6.4,10.035,0.179,9,reviewed,us,us
2024-01-09T02:54:57.371Z,-14.0562,167.2472,202.727,5.2,mww,104,40,7.05,0.6,us,us6000m2mr,2024-01-12T04:52:53.504Z,"38 km WSW of Sola, Vanuatu",earthquake,9.08,4.82,0.098,10,reviewed,us,us
2024-01-09T02:38:42.469Z,32.0372,-93.3345,5,2.8,mb_lg,21,74,0.796,0.53,us,us6000m2mq,2024-01-12T04:51:36.381Z,"1 km S of Edgefield, Louisiana",earthquake,3.57,1.996,0.092,31,reviewed,us,us
2024-01-09T01:41:28.418Z,50.8211,-130.019,10,4.3,mb,52,91,1.212,0.8,us,us6000m2ml,2024-01-12T04:27:47.063Z,"208 km W of Port McNeill, Canada",earthquake,6.02,1.624,0.044,147,reviewed,us,us
2024-01-09T01:27:29.565Z,36.5211,70.7806,199.608,4,mb,31,102,3.059,0.7,us,us6000m2mk,2024-01-12T04:05:15.040Z,"38 km S of Jurm, Afghanistan",earthquake,7.86,11.717,0.144,13,reviewed,us,us
2024-01-09T01:08:41.160Z,4.7259,126.3668,96.025,4.5,mb,39,107,2.457,0.81,us,us6000m2mj,2024-01-12T03:56:45.655Z,"125 km SE of Sarangani, Philippines",earthquake,6.84,6.878,0.1,29,reviewed,us,us
2024-01-09T01:08:34.430Z,19.1755,-155.494,34.36,2.91,ml,44,140,,0.12,hv,hv73713192,2024-01-12T03:41:02.040Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.45,0.6,0.210110049775562,38,reviewed,hv,hv
2024-01-09T01:05:07.833Z,-8.0546,-79.591,61.463,4.9,mb,80,94,4.502,0.65,us,us6000m2mi,2024-01-12T03:16:43.931Z,"40 km WSW of Santiago de Cao, Peru",earthquake,9.35,3.887,0.05,127,reviewed,us,us
2024-01-09T00:10:59.655Z,-20.6423,-177.504,512.843,4.4,mb,24,89,2.214,0.65,us,us6000m2mc,2024-01-09T00:27:37.040Z,"236 km WNW of Houma, Tonga",earthquake,17.78,12.906,0.123,19,reviewed,us,us
2024-01-08T22:31:06.186Z,-6.0597,148.6198,69.011,4.6,mb,35,72,3.988,0.59,us,us6000m2lz,2024-01-08T22:49:18.040Z,"101 km ENE of Finschhafen, Papua New Guinea",earthquake,8.23,8.228,0.102,29,reviewed,us,us
2024-01-08T22:00:07.958Z,-17.3829,-179.0094,539.526,4.2,mb,41,93,2.826,0.7,us,us6000m2lw,2024-01-08T22:29:52.040Z,"193 km ENE of Levuka, Fiji",earthquake,17.07,10.324,0.092,33,reviewed,us,us
2024-01-08T20:48:42.916Z,4.8606,126.1861,68.017,6.7,mww,129,27,2.276,1.08,us,us6000m2jp,2024-01-09T20:57:14.970Z,"100 km SE of Sarangani, Philippines",earthquake,7.46,3.911,0.06,27,reviewed,us,us
2024-01-08T20:39:10.100Z,17.9825,-66.848,50.5,2.8,md,28,150,0.03066,0.13,pr,pr71436553,2024-01-08T20:59:44.270Z,"3 km WSW of Indios, Puerto Rico",earthquake,0.6,0.49,0.0859309788059797,9,reviewed,pr,pr
2024-01-08T20:30:48.670Z,19.1221666666667,-66.6216666666667,21.13,3.14,md,12,274,0.7994,0.26,pr,pr71436543,2024-01-08T20:43:09.110Z,"72 km N of Arecibo, Puerto Rico",earthquake,1.16,19.84,0.115301982210745,10,reviewed,pr,pr
2024-01-08T19:55:59.829Z,21.0951,95.1947,10,4.2,mb,43,126,4.106,0.47,us,us6000m2j7,2024-01-08T20:47:37.040Z,"28 km SSE of Pakokku, Myanmar",earthquake,6.4,1.8,0.1,28,reviewed,us,us
2024-01-08T19:51:26.593Z,61.7238,-149.7262,35.1,2.6,ml,,,,0.32,ak,ak024djx00j,2024-01-09T05:09:42.074Z,"11 km NNE of Houston, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-01-08T19:33:41.039Z,32.4728,55.8189,10,4.4,mb,49,78,5.76,0.93,us,us6000m2j5,2024-01-08T19:52:36.040Z,"104 km NNE of Bāfq, Iran",earthquake,8.51,1.911,0.103,28,reviewed,us,us
2024-01-08T18:07:44.894Z,43.9277,84.8855,10,4.6,mb,51,92,3.4,0.62,us,us6000m2iu,2024-01-08T18:22:52.040Z,"45 km S of Dushanzi, China",earthquake,4.14,1.885,0.085,41,reviewed,us,us
2024-01-08T16:41:16.676Z,-7.1101,155.6801,82.935,4.9,mb,90,78,4.544,0.82,us,us6000m2ij,2024-01-08T17:29:23.040Z,"90 km SSE of Panguna, Papua New Guinea",earthquake,8.39,5.773,0.066,72,reviewed,us,us
2024-01-08T16:15:29.128Z,-21.5093,-68.3219,119.707,4.4,mb,36,41,0.902,1.06,us,us6000m2ha,2024-01-08T16:50:26.040Z,"32 km SSW of Ollagüe, Chile",earthquake,6.23,7.012,0.138,15,reviewed,us,us
2024-01-08T15:12:22.500Z,35.6033333,-117.4821667,9.68,3.05,ml,54,36,0.02339,0.14,ci,ci40456839,2024-01-09T20:37:32.040Z,"18 km E of Ridgecrest, CA",earthquake,0.12,0.22,0.164,32,reviewed,ci,ci
2024-01-08T14:05:16.274Z,-20.1963,-173.3039,10,4.9,mb,43,83,2.025,1.16,us,us6000m2gk,2024-01-08T16:22:43.040Z,"117 km ESE of Fangale’ounga, Tonga",earthquake,3.17,1.8,0.091,38,reviewed,us,us
2024-01-08T13:51:12.109Z,-22.772,-66.2602,263.18,4.5,mb,41,78,1.779,0.92,us,us6000m2gg,2024-01-08T16:08:45.040Z,"58 km W of Abra Pampa, Argentina",earthquake,5.23,13.348,0.163,11,reviewed,us,us
2024-01-08T13:19:13.921Z,38.2573,38.7337,10.604,4.3,mb,52,58,0.818,0.64,us,us6000m2gb,2024-01-08T15:54:00.040Z,"26 km NNE of Sincik, Turkey",earthquake,4.68,4.32,0.108,24,reviewed,us,us
2024-01-08T13:06:56.659Z,-2.5088,-81.8534,10,4.5,mb,52,85,2.061,0.94,us,us6000m2g9,2024-01-09T01:28:37.208Z,"105 km WSW of Salinas, Ecuador",earthquake,9.34,1.833,0.096,32,reviewed,us,us
2024-01-08T12:59:53.436Z,-2.4845,-81.8177,10,4.6,mb,32,156,2.043,1.26,us,us6000m2g7,2024-01-08T16:21:29.982Z,"100 km WSW of Salinas, Ecuador",earthquake,6.53,1.836,0.112,24,reviewed,us,us
2024-01-08T11:41:51.097Z,31.668,-104.195,6.5686,2.5,ml,25,62,0.1,0.2,tx,tx2024anrr,2024-01-08T20:50:11.454Z,"54 km NW of Toyah, Texas",earthquake,0.8458447197,1.31609505,0.2,19,reviewed,tx,tx
2024-01-08T10:15:59.080Z,19.266,-155.398333333333,30.7,2.75,ml,57,93,,0.13,hv,hv73712762,2024-01-08T20:50:48.377Z,"10 km NE of Pāhala, Hawaii",earthquake,0.34,0.48,0.157805268300963,31,reviewed,hv,hv
2024-01-08T09:51:30.450Z,-2.2857,99.6606,18.731,5.2,mb,70,143,3.882,1.01,us,us6000m2fs,2024-01-08T10:10:56.040Z,"29 km SSE of Tuapejat, Indonesia",earthquake,8.95,5.032,0.063,82,reviewed,us,us
2024-01-08T09:02:29.570Z,19.0871,-66.6205,34,3.47,md,10,294,0.9453,0.27,pr,pr2024008000,2024-01-08T09:27:12.808Z,"68 km N of Arecibo, Puerto Rico",earthquake,2.12,13.51,0.07,5,reviewed,pr,pr
2024-01-08T08:11:57.272Z,-5.6623,147.4701,159.986,4.4,mb,22,94,3.731,0.65,us,us6000m2fl,2024-01-08T09:04:10.040Z,"107 km NNW of Finschhafen, Papua New Guinea",earthquake,7.79,10.159,0.12,20,reviewed,us,us
2024-01-08T07:46:32.260Z,17.9093333333333,-66.8555,8.28,2.53,md,12,195,0.06916,0.13,pr,pr71436523,2024-01-08T07:53:49.780Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.45,0.92,0.248765907919085,5,reviewed,pr,pr
2024-01-08T07:39:50.319Z,20.2151,145.3262,10,4.9,mb,80,73,4.967,0.66,us,us6000m2fk,2024-01-08T08:19:10.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,8.12,1.852,0.057,97,reviewed,us,us
2024-01-08T05:05:32.644Z,11.8069,92.7976,58.168,4.6,mb,39,82,6.676,0.7,us,us6000m2f9,2024-01-10T02:27:34.977Z,"14 km NE of Bamboo Flat, India",earthquake,9.7,7.891,0.11,25,reviewed,us,us
2024-01-08T04:11:49.897Z,31.62,-104.109,6.9542,3,ml,32,71,0,0.2,tx,tx2024ancu,2024-01-09T05:00:50.040Z,"45 km NW of Toyah, Texas",earthquake,0.5946311396,0.5957957765,0.2,27,reviewed,tx,tx
2024-01-08T04:11:21.021Z,31.616,-104.108,8.0854,2.7,ml,16,76,0,0.2,tx,tx2024ancv,2024-01-09T04:45:26.040Z,"44 km NW of Toyah, Texas",earthquake,0.9324154716,1.019268809,0.2,12,reviewed,tx,tx
2024-01-08T03:46:38.940Z,18.9765,-155.444166666667,37.26,3.08,ml,56,223,,0.14,hv,hv73712537,2024-01-09T04:22:55.040Z,"17 km SE of Naalehu, Hawaii",earthquake,0.46,0.69,0.159217902087076,35,reviewed,hv,hv
2024-01-08T03:23:02.670Z,-24.0523,-66.9701,216.328,4.4,mb,37,64,1.559,0.47,us,us6000m2ex,2024-01-09T04:05:07.040Z,"68 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.77,9.937,0.155,12,reviewed,us,us
2024-01-08T02:39:05.140Z,36.464,-121.0398333,4.04,2.67,md,67,116,0.01702,0.1,nc,nc73986296,2024-01-09T00:39:15.040Z,"12 km SE of Pinnacles, CA",earthquake,0.15,0.28,0.146,98,reviewed,nc,nc
2024-01-07T22:46:46.430Z,40.211,-121.1591667,2.61,2.76,md,44,38,0.03814,0.18,nc,nc73986226,2024-01-09T22:36:10.348Z,"0 km NNW of Prattville, CA",earthquake,0.25,0.44,0.164,62,reviewed,nc,nc
2024-01-07T22:04:21.549Z,31.618,-104.109,7.2242,2.5,ml,31,56,0,0.1,tx,tx2024amqs,2024-01-08T21:10:04.567Z,"45 km NW of Toyah, Texas",earthquake,0.4291734309,0.4699108545,0.1,25,reviewed,tx,tx
2024-01-07T21:50:10.674Z,56.9191,-155.691,22.2,2.8,ml,,,,0.58,ak,ak024bxk9sb,2024-01-08T01:55:29.210Z,"92 km W of Akhiok, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-01-07T21:41:02.614Z,-20.0374,-173.1914,10,5.3,mb,34,103,1.578,0.96,us,us6000m2di,2024-01-08T13:50:47.040Z,"122 km ESE of Fangale’ounga, Tonga",earthquake,6.27,1.922,0.085,49,reviewed,us,us
2024-01-07T21:22:15.603Z,31.707,-104.169,7.2627,2.8,ml,29,53,0.1,0.3,tx,tx2024ampi,2024-01-12T17:27:27.295Z,"53 km W of Mentone, Texas",earthquake,0.6649738789,0.7547654408,0.2,23,reviewed,tx,tx
2024-01-07T20:50:05.237Z,31.64,-104.387,6.1316,2.7,ml,23,76,0,0.2,tx,tx2024amog,2024-01-08T21:15:37.593Z,"59 km S of Whites City, New Mexico",earthquake,0.8896062291,0.6995527641,0.1,19,reviewed,tx,tx
2024-01-07T20:00:07.319Z,-62.3298,165.3255,10,5.5,mww,33,120,8.534,0.51,us,us6000m2d7,2024-01-08T20:04:58.863Z,"Balleny Islands region",earthquake,5.13,1.886,0.066,22,reviewed,us,us
2024-01-07T19:48:14.770Z,39.3012,97.1811,10,4.4,mb,44,64,6.154,0.48,us,us6000m2d5,2024-01-07T20:28:24.040Z,"75 km SW of Laojunmiao, China",earthquake,5.09,1.882,0.082,43,reviewed,us,us
2024-01-07T18:46:35.151Z,27.9195,86.6236,10,4.2,mb,49,128,0.171,0.62,us,us6000m2d1,2024-01-08T17:50:44.040Z,"15 km NW of Namche Bazaar, Nepal",earthquake,5.39,1.894,0.089,35,reviewed,us,us
2024-01-07T18:27:26.336Z,60.1214,-153.3971,137.2,2.8,ml,,,,0.67,ak,ak024bvn2nn,2024-01-11T18:38:17.093Z,"51 km E of Port Alsworth, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-01-07T18:06:11.321Z,-62.2153,165.4639,10,5.7,mww,30,106,8.46,0.5,us,us6000m2cv,2024-01-08T18:11:22.596Z,"Balleny Islands region",earthquake,9.18,1.892,0.059,28,reviewed,us,us
2024-01-07T17:55:52.755Z,8.2828,-103.8283,10,4.6,mb,65,191,10.552,0.43,us,us6000m2d0,2024-01-07T19:28:53.040Z,"northern East Pacific Rise",earthquake,6.28,1.943,0.076,51,reviewed,us,us
2024-01-07T16:30:40.789Z,31.708,-104.17,7.4941,2.9,ml,40,53,0.1,0.2,tx,tx2024amfs,2024-01-09T15:31:11.536Z,"54 km W of Mentone, Texas",earthquake,0.4791513405,0.6545495802,0.3,31,reviewed,tx,tx
2024-01-07T15:46:06.020Z,17.8838333333333,-65.9148333333333,14.85,3.25,md,16,179,0.2,0.55,pr,pr71436508,2024-01-08T03:52:21.781Z,"13 km SE of Lamboglia, Puerto Rico",earthquake,1.74,31.61,0.185435728010817,12,reviewed,pr,pr
2024-01-07T14:28:32.988Z,28.1094,86.4029,10,4.5,mb,30,106,1.041,0.52,us,us6000m2cb,2024-01-07T16:43:14.040Z,"43 km WNW of Lobuche, Nepal",earthquake,5.95,1.903,0.088,38,reviewed,us,us
2024-01-07T13:55:26.901Z,32.144,-101.072,9.0483,2.5,ml,37,68,0.2,0.1,tx,tx2024amap,2024-01-08T21:51:32.788Z,"24 km SSW of Westbrook, Texas",earthquake,0.6620897316,1.349172294,0.2,38,reviewed,tx,tx
2024-01-07T13:29:27.057Z,8.7167,-104.2961,10,4.4,mb,24,216,10.411,1.17,us,us6000m2cj,2024-01-07T16:31:44.040Z,"northern East Pacific Rise",earthquake,15.64,1.986,0.108,25,reviewed,us,us
2024-01-07T13:05:21.317Z,45.5128,-88.9408,9.958,2.5,ml,14,71,0.617,0.5,us,us6000m2c4,2024-01-13T22:56:38.297Z,"4 km NE of Mole Lake, Wisconsin",earthquake,2.11,6.879,0.148,6,reviewed,us,us
2024-01-07T12:51:13.570Z,19.1591,-68.3586,66,3.6,md,12,191,0.6456,0.68,pr,pr2024007000,2024-01-10T14:40:43.040Z,"64 km N of Punta Cana, Dominican Republic",earthquake,5.45,7.16,0.23,12,reviewed,pr,pr
2024-01-07T12:38:18.613Z,37.1662,136.864,10,5,mb,63,67,1.241,0.85,us,us6000m2c0,2024-01-07T15:57:22.040Z,"8 km SSW of Anamizu, Japan",earthquake,6.24,1.848,0.058,96,reviewed,us,us
2024-01-07T12:10:42.289Z,53.5672,-163.4907,35,3.8,mb,39,210,1.168,0.5,us,us6000m2da,2024-01-10T14:37:19.040Z,"143 km S of False Pass, Alaska",earthquake,2.63,2.008,0.208,6,reviewed,us,us
2024-01-07T11:36:59.184Z,57.568,-139.8787,10,4,mb,44,129,1.994,0.98,us,us6000m2bw,2024-01-07T11:54:09.994Z,"220 km S of Yakutat, Alaska",earthquake,4.6,1.991,0.232,5,reviewed,us,us
2024-01-07T10:38:21.822Z,-1.8403,122.5305,10,4.9,mb,37,34,0.829,0.79,us,us6000m2bs,2024-01-07T10:54:18.040Z,"102 km SSW of Luwuk, Indonesia",earthquake,5.52,1.881,0.117,23,reviewed,us,us
